# time   X(t)     Y(t)      Z(t) 
 36.42  10.471   17.726    17.816
 36.43  11.197   18.616    19.197
 36.44  11.939   19.415    20.769
 36.45  12.686   20.084    22.533
 36.46  13.426   20.577    24.480
 36.47  14.141   20.844    26.590
 36.48  14.811   20.834    28.829
 36.49  15.414   20.503    31.146
 36.50  15.923   19.813    33.476
 36.51  16.312   18.744    35.738
 36.52  16.555   17.294    37.842
 36.53  16.629   15.492    39.696
 36.54  16.515   13.392    41.213
 36.55  16.203   11.076    42.326
 36.56  15.690    8.644    42.992
 36.57  14.985    6.205    43.202
 36.58  14.107    3.865    42.980
 36.59  13.083    1.713    42.379
 36.60  11.946   -0.185    41.473
 36.61  10.733   -1.793    40.345
 36.62   9.480   -3.100    39.076
 36.63   8.222   -4.119    37.740
 36.64   6.988   -4.879    36.395
 36.65   5.802   -5.417    35.084
 36.66   4.680   -5.773    33.834
 36.67   3.634   -5.989    32.662
 36.68   2.672   -6.098    31.573
 36.69   1.795   -6.133    30.568
 36.70   1.002   -6.117    29.643
 36.71   0.290   -6.073    28.791
 36.72  -0.346   -6.014    28.006
 36.73  -0.913   -5.954    27.280
 36.74  -1.417   -5.901    26.607
 36.75  -1.865   -5.862    25.981
 36.76  -2.265   -5.841    25.397
 36.77  -2.623   -5.842    24.852
 36.78  -2.944   -5.866    24.343
 36.79  -3.237   -5.915    23.866
 36.80  -3.504   -5.989    23.421
 36.81  -3.753   -6.090    23.007
 36.82  -3.987   -6.216    22.622
 36.83  -4.210   -6.369    22.266
 36.84  -4.425   -6.546    21.941
 36.85  -4.638   -6.749    21.645
 36.86  -4.849   -6.976    21.381
 36.87  -5.061   -7.227    21.149
 36.88  -5.278   -7.502    20.951
 36.89  -5.500   -7.799    20.788
 36.90  -5.730   -8.118    20.663
 36.91  -5.969   -8.457    20.577
 36.92  -6.218   -8.815    20.533
 36.93  -6.478   -9.192    20.534
 36.94  -6.749   -9.583    20.581
 36.95  -7.032   -9.988    20.679
 36.96  -7.328  -10.403    20.830
 36.97  -7.635  -10.824    21.037
 36.98  -7.954  -11.248    21.303
 36.99  -8.284  -11.668    21.629
 37.00  -8.622  -12.079    22.019
 37.01  -8.968  -12.474    22.473
 37.02  -9.318  -12.845    22.993
 37.03  -9.671  -13.183    23.577
 37.04 -10.022  -13.479    24.223
 37.05 -10.368  -13.723    24.928
 37.06 -10.703  -13.904    25.686
 37.07 -11.024  -14.013    26.489
 37.08 -11.322  -14.039    27.327
 37.09 -11.594  -13.975    28.188
 37.10 -11.832  -13.813    29.057
 37.11 -12.030  -13.550    29.916
 37.12 -12.182  -13.184    30.749
 37.13 -12.282  -12.717    31.535
 37.14 -12.326  -12.156    32.256
 37.15 -12.309  -11.510    32.894
 37.16 -12.229  -10.792    33.434
 37.17 -12.085  -10.020    33.862
 37.18 -11.879   -9.211    34.170
 37.19 -11.612   -8.386    34.353
 37.20 -11.290   -7.565    34.411
 37.21 -10.917   -6.765    34.347
 37.22 -10.502   -6.005    34.170
 37.23 -10.052   -5.297    33.889
 37.24  -9.577   -4.652    33.518
 37.25  -9.084   -4.077    33.070
 37.26  -8.583   -3.576    32.558
 37.27  -8.083   -3.149    31.997
 37.28  -7.589   -2.794    31.398
 37.29  -7.110   -2.508    30.773
 37.30  -6.650   -2.286    30.131
 37.31  -6.213   -2.121    29.479
 37.32  -5.804   -2.008    28.825
 37.33  -5.424   -1.940    28.173
 37.34  -5.076   -1.912    27.527
 37.35  -4.760   -1.917    26.890
 37.36  -4.475   -1.950    26.264
 37.37  -4.223   -2.008    25.651
 37.38  -4.001   -2.088    25.051
 37.39  -3.810   -2.185    24.467
 37.40  -3.647   -2.297    23.898
 37.41  -3.512   -2.424    23.344
 37.42  -3.404   -2.563    22.807
 37.43  -3.320   -2.714    22.286
 37.44  -3.259   -2.877    21.782
 37.45  -3.221   -3.051    21.295
 37.46  -3.204   -3.236    20.825
 37.47  -3.207   -3.434    20.373
 37.48  -3.230   -3.644    19.940
 37.49  -3.271   -3.868    19.526
 37.50  -3.331   -4.106    19.132
 37.51  -3.408   -4.361    18.759
 37.52  -3.504   -4.632    18.407
 37.53  -3.617   -4.922    18.079
 37.54  -3.747   -5.232    17.774
 37.55  -3.896   -5.562    17.496
 37.56  -4.062   -5.916    17.247
 37.57  -4.248   -6.294    17.027
 37.58  -4.452   -6.697    16.840
 37.59  -4.677   -7.127    16.689
 37.60  -4.922   -7.584    16.578
 37.61  -5.188   -8.071    16.509
 37.62  -5.476   -8.586    16.487
 37.63  -5.787   -9.131    16.518
 37.64  -6.122   -9.704    16.606
 37.65  -6.480  -10.304    16.757
 37.66  -6.862  -10.930    16.978
 37.67  -7.269  -11.577    17.275
 37.68  -7.700  -12.241    17.656
 37.69  -8.154  -12.915    18.128
 37.70  -8.630  -13.591    18.697
 37.71  -9.126  -14.258    19.372
 37.72  -9.639  -14.902    20.156
 37.73 -10.165  -15.509    21.055
 37.74 -10.700  -16.060    22.070
 37.75 -11.236  -16.534    23.200
 37.76 -11.766  -16.908    24.439
 37.77 -12.280  -17.158    25.777
 37.78 -12.768  -17.260    27.197
 37.79 -13.217  -17.189    28.675
 37.80 -13.614  -16.928    30.182
 37.81 -13.946  -16.462    31.682
 37.82 -14.197  -15.784    33.133
 37.83 -14.356  -14.897    34.490
 37.84 -14.410  -13.817    35.709
 37.85 -14.351  -12.568    36.748
 37.86 -14.172  -11.187    37.572
 37.87 -13.874   -9.718    38.155
 37.88 -13.458   -8.212    38.486
 37.89 -12.934   -6.719    38.565
 37.90 -12.312   -5.285    38.405
 37.91 -11.609   -3.951    38.032
 37.92 -10.844   -2.747    37.476
 37.93 -10.034   -1.692    36.775
 37.94  -9.200   -0.795    35.964
 37.95  -8.359   -0.054    35.078
 37.96  -7.529    0.538    34.147
 37.97  -6.722    0.996    33.196
 37.98  -5.950    1.335    32.244
 37.99  -5.222    1.574    31.305
 38.00  -4.542    1.731    30.388
 38.01  -3.915    1.822    29.499
 38.02  -3.341    1.863    28.641
 38.03  -2.821    1.865    27.815
 38.04  -2.352    1.841    27.020
 38.05  -1.933    1.800    26.257
 38.06  -1.559    1.748    25.522
 38.07  -1.229    1.692    24.814
 38.08  -0.937    1.636    24.131
 38.09  -0.679    1.584    23.472
 38.10  -0.453    1.537    22.836
 38.11  -0.254    1.498    22.220
 38.12  -0.079    1.468    21.623
 38.13   0.076    1.449    21.046
 38.14   0.213    1.440    20.486
 38.15   0.336    1.441    19.942
 38.16   0.446    1.454    19.415
 38.17   0.547    1.478    18.904
 38.18   0.640    1.513    18.408
 38.19   0.727    1.559    17.927
 38.20   0.811    1.617    17.460
 38.21   0.891    1.686    17.008
 38.22   0.971    1.767    16.569
 38.23   1.050    1.860    16.144
 38.24   1.131    1.966    15.734
 38.25   1.215    2.085    15.336
 38.26   1.302    2.218    14.953
 38.27   1.393    2.366    14.583
 38.28   1.491    2.529    14.227
 38.29   1.595    2.709    13.885
 38.30   1.706    2.907    13.558
 38.31   1.826    3.124    13.246
 38.32   1.956    3.363    12.950
 38.33   2.097    3.623    12.670
 38.34   2.249    3.909    12.408
 38.35   2.415    4.220    12.165
 38.36   2.596    4.560    11.943
 38.37   2.792    4.932    11.743
 38.38   3.006    5.336    11.567
 38.39   3.239    5.777    11.419
 38.40   3.493    6.256    11.302
 38.41   3.769    6.777    11.219
 38.42   4.070    7.342    11.175
 38.43   4.397    7.953    11.176
 38.44   4.753    8.613    11.228
 38.45   5.139    9.324    11.338
 38.46   5.557   10.087    11.515
 38.47   6.010   10.902    11.768
 38.48   6.500   11.769    12.110
 38.49   7.026   12.684    12.552
 38.50   7.592   13.643    13.108
 38.51   8.197   14.637    13.794
 38.52   8.841   15.655    14.626
 38.53   9.523   16.681    15.620
 38.54  10.238   17.693    16.792
 38.55  10.984   18.664    18.156
 38.56  11.752   19.558    19.722
 38.57  12.533   20.335    21.494
 38.58  13.313   20.947    23.470
 38.59  14.076   21.341    25.633
 38.60  14.803   21.461    27.953
 38.61  15.469   21.253    30.384
 38.62  16.047   20.672    32.862
 38.63  16.509   19.685    35.303
 38.64  16.827   18.282    37.611
 38.65  16.973   16.482    39.685
 38.66  16.924   14.334    41.424
 38.67  16.665   11.919    42.745
 38.68  16.190    9.343    43.591
 38.69  15.505    6.725    43.942
 38.70  14.627    4.186    43.813
 38.71  13.583    1.831    43.257
 38.72  12.408   -0.259    42.352
 38.73  11.141   -2.038    41.190
 38.74   9.823   -3.487    39.865
 38.75   8.492   -4.617    38.459
 38.76   7.181   -5.459    37.042
 38.77   5.917   -6.054    35.662
 38.78   4.720   -6.447    34.352
 38.79   3.603   -6.682    33.132
 38.80   2.575   -6.800    32.008
 38.81   1.637   -6.836    30.979
 38.82   0.790   -6.816    30.041
 38.83   0.029   -6.764    29.186
 38.84  -0.650   -6.697    28.406
 38.85  -1.255   -6.627    27.692
 38.86  -1.792   -6.565    27.037
 38.87  -2.269   -6.516    26.433
 38.88  -2.694   -6.487    25.876
 38.89  -3.073   -6.479    25.361
 38.90  -3.414   -6.495    24.884
 38.91  -3.722   -6.537    24.442
 38.92  -4.003   -6.604    24.033
 38.93  -4.263   -6.697    23.657
 38.94  -4.507   -6.815    23.312
 38.95  -4.738   -6.958    22.997
 38.96  -4.960   -7.125    22.713
 38.97  -5.176   -7.316    22.461
 38.98  -5.390   -7.530    22.241
 38.99  -5.604   -7.765    22.054
 39.00  -5.820   -8.021    21.901
 39.01  -6.040   -8.295    21.784
 39.02  -6.266   -8.588    21.704
 39.03  -6.498   -8.897    21.663
 39.04  -6.738   -9.219    21.664
 39.05  -6.986   -9.554    21.707
 39.06  -7.243   -9.898    21.796
 39.07  -7.508  -10.249    21.931
 39.08  -7.782  -10.602    22.116
 39.09  -8.064  -10.954    22.351
 39.10  -8.353  -11.300    22.639
 39.11  -8.648  -11.635    22.979
 39.12  -8.947  -11.952    23.372
 39.13  -9.247  -12.247    23.818
 39.14  -9.547  -12.511    24.316
 39.15  -9.844  -12.738    24.862
 39.16 -10.133  -12.919    25.453
 39.17 -10.412  -13.048    26.083
 39.18 -10.675  -13.117    26.746
 39.19 -10.920  -13.120    27.433
 39.20 -11.140  -13.051    28.134
 39.21 -11.331  -12.905    28.838
 39.22 -11.488  -12.681    29.531
 39.23 -11.607  -12.379    30.200
 39.24 -11.685  -12.000    30.832
 39.25 -11.716  -11.549    31.412
 39.26 -11.699  -11.033    31.927
 39.27 -11.633  -10.464    32.367
 39.28 -11.516   -9.851    32.721
 39.29 -11.349   -9.209    32.983
 39.30 -11.135   -8.551    33.148
 39.31 -10.877   -7.893    33.216
 39.32 -10.578   -7.246    33.189
 39.33 -10.245   -6.625    33.071
 39.34  -9.883   -6.039    32.867
 39.35  -9.499   -5.498    32.588
 39.36  -9.099   -5.007    32.241
 39.37  -8.689   -4.571    31.837
 39.38  -8.278   -4.192    31.385
 39.39  -7.869   -3.870    30.895
 39.40  -7.469   -3.603    30.376
 39.41  -7.083   -3.390    29.835
 39.42  -6.713   -3.226    29.279
 39.43  -6.364   -3.108    28.715
 39.44  -6.039   -3.031    28.147
 39.45  -5.738   -2.992    27.580
 39.46  -5.463   -2.986    27.016
 39.47  -5.216   -3.010    26.459
 39.48  -4.995   -3.060    25.910
 39.49  -4.802   -3.134    25.372
 39.50  -4.635   -3.229    24.846
 39.51  -4.494   -3.343    24.333
 39.52  -4.379   -3.474    23.834
 39.53  -4.289   -3.622    23.351
 39.54  -4.222   -3.785    22.883
 39.55  -4.178   -3.963    22.433
 39.56  -4.157   -4.156    22.000
 39.57  -4.157   -4.364    21.587
 39.58  -4.177   -4.587    21.192
 39.59  -4.218   -4.826    20.819
 39.60  -4.279   -5.080    20.467
 39.61  -4.359   -5.352    20.139
 39.62  -4.458   -5.641    19.835
 39.63  -4.577   -5.949    19.558
 39.64  -4.714   -6.275    19.308
 39.65  -4.870   -6.622    19.089
 39.66  -5.045   -6.990    18.903
 39.67  -5.240   -7.379    18.751
 39.68  -5.454   -7.790    18.638
 39.69  -5.687   -8.223    18.566
 39.70  -5.941   -8.677    18.538
 39.71  -6.215   -9.152    18.559
 39.72  -6.508   -9.648    18.633
 39.73  -6.822  -10.161    18.764
 39.74  -7.156  -10.689    18.957
 39.75  -7.509  -11.229    19.217
 39.76  -7.881  -11.777    19.547
 39.77  -8.271  -12.325    19.954
 39.78  -8.676  -12.867    20.442
 39.79  -9.095  -13.394    21.013
 39.80  -9.525  -13.896    21.671
 39.81  -9.962  -14.360    22.416
 39.82 -10.402  -14.773    23.249
 39.83 -10.839  -15.119    24.166
 39.84 -11.267  -15.383    25.160
 39.85 -11.679  -15.549    26.223
 39.86 -12.066  -15.602    27.339
 39.87 -12.419  -15.525    28.493
 39.88 -12.730  -15.309    29.661
 39.89 -12.988  -14.944    30.819
 39.90 -13.184  -14.429    31.938
 39.91 -13.308  -13.765    32.989
 39.92 -13.354  -12.964    33.941
 39.93 -13.315  -12.041    34.767
 39.94 -13.187  -11.019    35.443
 39.95 -12.971   -9.928    35.951
 39.96 -12.666   -8.797    36.280
 39.97 -12.279   -7.660    36.427
 39.98 -11.817   -6.549    36.396
 39.99 -11.291   -5.491    36.199
 40.00 -10.711   -4.511    35.854
 40.01 -10.091   -3.624    35.381
 40.02  -9.444   -2.843    34.803
 40.03  -8.784   -2.172    34.144
 40.04  -8.123   -1.611    33.424
 40.05  -7.472   -1.154    32.664
 40.06  -6.840   -0.794    31.879
 40.07  -6.235   -0.521    31.083
 40.08  -5.664   -0.324    30.287
 40.09  -5.130   -0.191    29.497
 40.10  -4.636   -0.112    28.720
 40.11  -4.184   -0.078    27.960
 40.12  -3.773   -0.079    27.217
 40.13  -3.404   -0.107    26.495
 40.14  -3.074   -0.157    25.792
 40.15  -2.782   -0.224    25.109
 40.16  -2.526   -0.302    24.445
 40.17  -2.304   -0.389    23.801
 40.18  -2.112   -0.482    23.175
 40.19  -1.949   -0.579    22.568
 40.20  -1.812   -0.679    21.977
 40.21  -1.699   -0.781    21.403
 40.22  -1.607   -0.885    20.846
 40.23  -1.535   -0.992    20.304
 40.24  -1.481   -1.100    19.778
 40.25  -1.443   -1.210    19.267
 40.26  -1.419   -1.324    18.771
 40.27  -1.410   -1.442    18.289
 40.28  -1.413   -1.565    17.821
 40.29  -1.428   -1.693    17.368
 40.30  -1.455   -1.828    16.929
 40.31  -1.492   -1.970    16.504
 40.32  -1.540   -2.122    16.094
 40.33  -1.598   -2.284    15.697
 40.34  -1.667   -2.458    15.315
 40.35  -1.746   -2.645    14.948
 40.36  -1.836   -2.846    14.595
 40.37  -1.937   -3.064    14.258
 40.38  -2.050   -3.300    13.937
 40.39  -2.175   -3.555    13.633
 40.40  -2.313   -3.832    13.347
 40.41  -2.464   -4.132    13.080
 40.42  -2.631   -4.459    12.833
 40.43  -2.814   -4.813    12.608
 40.44  -3.014   -5.198    12.407
 40.45  -3.232   -5.616    12.233
 40.46  -3.471   -6.069    12.088
 40.47  -3.731   -6.561    11.977
 40.48  -4.014   -7.093    11.902
 40.49  -4.322   -7.668    11.869
 40.50  -4.656   -8.289    11.884
 40.51  -5.019   -8.956    11.953
 40.52  -5.413   -9.672    12.084
 40.53  -5.839  -10.437    12.285
 40.54  -6.299  -11.250    12.567
 40.55  -6.794  -12.110    12.941
 40.56  -7.326  -13.012    13.418
 40.57  -7.894  -13.950    14.014
 40.58  -8.500  -14.914    14.741
 40.59  -9.141  -15.892    15.616
 40.60  -9.816  -16.865    16.652
 40.61 -10.521  -17.811    17.864
 40.62 -11.250  -18.699    19.261
 40.63 -11.995  -19.495    20.851
 40.64 -12.745  -20.158    22.634
 40.65 -13.486  -20.640    24.599
 40.66 -14.202  -20.892    26.727
 40.67 -14.871  -20.864    28.981
 40.68 -15.470  -20.510    31.311
 40.69 -15.974  -19.792    33.649
 40.70 -16.356  -18.692    35.913
 40.71 -16.590  -17.211    38.013
 40.72 -16.652  -15.378    39.854
 40.73 -16.524  -13.250    41.352
 40.74 -16.197  -10.911    42.439
 40.75 -15.668   -8.463    43.075
 40.76 -14.948   -6.017    43.252
 40.77 -14.055   -3.677    42.998
 40.78 -13.017   -1.532    42.368
 40.79 -11.868    0.354    41.438
 40.80 -10.646    1.945    40.291
 40.81  -9.387    3.234    39.009
 40.82  -8.125    4.235    37.665
 40.83  -6.889    4.978    36.317
 40.84  -5.702    5.501    35.006
 40.85  -4.582    5.846    33.758
 40.86  -3.539    6.051    32.590
 40.87  -2.580    6.153    31.507
 40.88  -1.707    6.182    30.508
 40.89  -0.918    6.163    29.589
 40.90  -0.210    6.116    28.743
 40.91   0.423    6.056    27.964
 40.92   0.986    5.996    27.244
 40.93   1.487    5.943    26.577
 40.94   1.933    5.905    25.956
 40.95   2.330    5.886    25.378
 40.96   2.685    5.888    24.839
 40.97   3.006    5.914    24.334
 40.98   3.297    5.965    23.863
 40.99   3.563    6.042    23.423
 41.00   3.811    6.144    23.014
 41.01   4.044    6.273    22.635
 41.02   4.267    6.427    22.285
 41.03   4.483    6.607    21.965
 41.04   4.696    6.811    21.675
 41.05   4.907    7.040    21.417
 41.06   5.120    7.293    21.191
 41.07   5.338    7.568    21.000
